movieId,title,genres,year,imdbId
1,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,1995.0,114709
2,Jumanji,Adventure|Children|Fantasy,1995.0,113497
3,Grumpier Old Men,Comedy|Romance,1995.0,113228
4,Waiting to Exhale,Comedy|Drama|Romance,1995.0,114885
5,Father of the Bride Part II,Comedy,1995.0,113041
6,Heat,Action|Crime|Thriller,1995.0,113277
7,Sabrina,Comedy|Romance,1995.0,114319
8,Tom and Huck,Adventure|Children,1995.0,112302
9,Sudden Death,Action,1995.0,114576
10,GoldenEye,Action|Adventure|Thriller,1995.0,113189
11,"American President, The",Comedy|Drama|Romance,1995.0,112346
12,Dracula: Dead and Loving It,Comedy|Horror,1995.0,112896
13,Balto,Adventure|Animation|Children,1995.0,112453
14,Nixon,Drama,1995.0,113987
15,Cutthroat Island,Action|Adventure|Romance,1995.0,112760
16,Casino,Crime|Drama,1995.0,112641
17,Sense and Sensibility,Drama|Romance,1995.0,114388
18,Four Rooms,Comedy,1995.0,113101
19,Ace Ventura: When Nature Calls,Comedy,1995.0,112281
20,Money Train,Action|Comedy|Crime|Drama|Thriller,1995.0,113845
21,Get Shorty,Comedy|Crime|Thriller,1995.0,113161
22,Copycat,Crime|Drama|Horror|Mystery|Thriller,1995.0,112722
23,Assassins,Action|Crime|Thriller,1995.0,112401
24,Powder,Drama|Sci-Fi,1995.0,114168
25,Leaving Las Vegas,Drama|Romance,1995.0,113627
26,Othello,Drama,1995.0,114057
27,Now and Then,Children|Drama,1995.0,114011
28,Persuasion,Drama|Romance,1995.0,114117
29,"City of Lost Children, The (Cité des enfants perdus, La)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,112682
30,Shanghai Triad (Yao a yao yao dao waipo qiao),Crime|Drama,1995.0,115012
31,Dangerous Minds,Drama,1995.0,112792
32,Twelve Monkeys (a.k.a. 12 Monkeys),Mystery|Sci-Fi|Thriller,1995.0,114746
34,Babe,Children|Drama,1995.0,112431
36,Dead Man Walking,Crime|Drama,1995.0,112818
38,It Takes Two,Children|Comedy,1995.0,113442
39,Clueless,Comedy|Romance,1995.0,112697
40,"Cry, the Beloved Country",Drama,1995.0,112749
41,Richard III,Drama|War,1995.0,114279
42,Dead Presidents,Action|Crime|Drama,1995.0,112819
43,Restoration,Drama,1995.0,114272
44,Mortal Kombat,Action|Adventure|Fantasy,1995.0,113855
45,To Die For,Comedy|Drama|Thriller,1995.0,114681
46,How to Make an American Quilt,Drama|Romance,1995.0,113347
47,Seven (a.k.a. Se7en),Mystery|Thriller,1995.0,114369
48,Pocahontas,Animation|Children|Drama|Musical|Romance,1995.0,114148
49,When Night Is Falling,Drama|Romance,1995.0,114916
50,"Usual Suspects, The",Crime|Mystery|Thriller,1995.0,114814
52,Mighty Aphrodite,Comedy|Drama|Romance,1995.0,113819
53,Lamerica,Adventure|Drama,1994.0,110299
54,"Big Green, The",Children|Comedy,1995.0,112499
55,Georgia,Drama,1995.0,113158
57,Home for the Holidays,Drama,1995.0,113321
58,"Postman, The (Postino, Il)",Comedy|Drama|Romance,1994.0,110877
60,"Indian in the Cupboard, The",Adventure|Children|Fantasy,1995.0,113419
61,Eye for an Eye,Drama|Thriller,1996.0,116260
62,Mr. Holland's Opus,Drama,1995.0,113862
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,1996.0,116126
64,Two if by Sea,Comedy|Romance,1996.0,118002
65,Bio-Dome,Comedy,1996.0,115683
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,1996.0,116839
68,French Twist (Gazon maudit),Comedy|Romance,1995.0,113149
69,Friday,Comedy,1995.0,113118
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1996.0,116367
71,Fair Game,Action,1995.0,113010
72,Kicking and Screaming,Comedy|Drama,1995.0,113537
73,"Misérables, Les",Drama|War,1995.0,113828
74,Bed of Roses,Drama|Romance,1996.0,115644
75,Big Bully,Comedy|Drama,1996.0,115676
76,Screamers,Action|Sci-Fi|Thriller,1995.0,114367
77,Nico Icon,Documentary,1995.0,113973
78,"Crossing Guard, The",Action|Crime|Drama|Thriller,1995.0,112744
79,"Juror, The",Drama|Thriller,1996.0,116731
80,"White Balloon, The (Badkonake sefid)",Children|Drama,1995.0,112445
81,Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995.0,114660
82,Antonia's Line (Antonia),Comedy|Drama,1995.0,112379
83,Once Upon a Time... When We Were Colored,Drama|Romance,1995.0,114039
85,Angels and Insects,Drama|Romance,1995.0,112365
86,White Squall,Action|Adventure|Drama,1996.0,118158
87,Dunston Checks In,Children|Comedy,1996.0,116151
88,Black Sheep,Comedy,1996.0,115697
89,Nick of Time,Action|Thriller,1995.0,113972
92,Mary Reilly,Drama|Horror|Thriller,1996.0,117002
93,Vampire in Brooklyn,Comedy|Horror|Romance,1995.0,114825
94,Beautiful Girls,Comedy|Drama|Romance,1996.0,115639
95,Broken Arrow,Action|Adventure|Thriller,1996.0,115759
96,In the Bleak Midwinter,Comedy|Drama,1995.0,113403
97,"Hate (Haine, La)",Crime|Drama,1995.0,113247
99,Heidi Fleiss: Hollywood Madam,Documentary,1995.0,113283
100,City Hall,Drama|Thriller,1996.0,115907
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996.0,115734
102,Mr. Wrong,Comedy,1996.0,117102
103,Unforgettable,Mystery|Sci-Fi|Thriller,1996.0,118040
104,Happy Gilmore,Comedy,1996.0,116483
105,"Bridges of Madison County, The",Drama|Romance,1995.0,112579
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,1994.0,110251
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996.0,117110
108,Catwalk,Documentary,1996.0,112646
110,Braveheart,Action|Drama|War,1995.0,112573
111,Taxi Driver,Crime|Drama|Thriller,1976.0,75314
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995.0,113326
113,Before and After,Drama|Mystery,1996.0,115645
116,Anne Frank Remembered,Documentary,1995.0,112373
117,"Young Poisoner's Handbook, The",Crime|Drama,1995.0,115033
118,If Lucy Fell,Comedy|Romance,1996.0,116606
119,"Steal Big, Steal Little",Comedy,1995.0,114536
121,"Boys of St. Vincent, The",Drama,1992.0,106473
122,Boomerang,Comedy|Romance,1992.0,103859
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994.0,109424
125,Flirting With Disaster,Comedy,1996.0,116324
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994.0,110647
128,Jupiter's Wife,Documentary,1994.0,110217
129,Pie in the Sky,Comedy|Romance,1996.0,114131
132,Jade,Thriller,1995.0,113451
135,Down Periscope,Comedy,1996.0,116130
137,Man of the Year,Documentary,1995.0,113756
140,Up Close and Personal,Drama|Romance,1996.0,118055
141,"Birdcage, The",Comedy,1996.0,115685
144,"Brothers McMullen, The",Comedy,1995.0,112585
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995.0,112442
146,"Amazing Panda Adventure, The",Adventure|Children,1995.0,112342
147,"Basketball Diaries, The",Drama,1995.0,112461
148,"Awfully Big Adventure, An",Drama,1995.0,112427
149,Amateur,Crime|Drama|Thriller,1994.0,109093
150,Apollo 13,Adventure|Drama|IMAX,1995.0,112384
151,Rob Roy,Action|Drama|Romance|War,1995.0,114287
152,"Addiction, The",Drama|Horror,1995.0,112288
153,Batman Forever,Action|Adventure|Comedy|Crime,1995.0,112462
154,Beauty of the Day (Belle de jour),Drama,1967.0,61395
155,Beyond Rangoon,Adventure|Drama|War,1995.0,112495
156,Blue in the Face,Comedy|Drama,1995.0,112541
157,Canadian Bacon,Comedy|War,1995.0,109370
158,Casper,Adventure|Children,1995.0,112642
159,Clockers,Crime|Drama|Mystery,1995.0,112688
160,Congo,Action|Adventure|Mystery|Sci-Fi,1995.0,112715
161,Crimson Tide,Drama|Thriller|War,1995.0,112740
162,Crumb,Documentary,1994.0,109508
163,Desperado,Action|Romance|Western,1995.0,112851
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995.0,112857
165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995.0,112864
166,"Doom Generation, The",Comedy|Crime|Drama,1995.0,112887
168,First Knight,Action|Drama|Romance,1995.0,113071
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995.0,113114
170,Hackers,Action|Adventure|Crime|Thriller,1995.0,113243
171,Jeffrey,Comedy|Drama,1995.0,113464
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995.0,113481
173,Judge Dredd,Action|Crime|Sci-Fi,1995.0,113492
174,Jury Duty,Comedy,1995.0,113500
175,Kids,Drama,1995.0,113540
176,Living in Oblivion,Comedy,1995.0,113677
177,Lord of Illusions,Horror,1995.0,113690
178,Love & Human Remains,Comedy|Drama,1993.0,107447
179,Mad Love,Drama|Romance,1995.0,113729
180,Mallrats,Comedy|Romance,1995.0,113749
181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995.0,113820
183,Mute Witness,Comedy|Horror|Thriller,1994.0,110604
184,Nadja,Drama,1994.0,110620
185,"Net, The",Action|Crime|Thriller,1995.0,113957
186,Nine Months,Comedy|Romance,1995.0,113986
187,Party Girl,Comedy,1995.0,114095
188,"Prophecy, The",Fantasy|Horror|Mystery,1995.0,114194
189,Reckless,Comedy|Fantasy,1995.0,114241
190,Safe,Thriller,1995.0,114323
191,"Scarlet Letter, The",Drama|Romance,1995.0,114345
193,Showgirls,Drama,1995.0,114436
194,Smoke,Comedy|Drama,1995.0,114478
195,Something to Talk About,Comedy|Drama|Romance,1995.0,114496
196,Species,Horror|Sci-Fi,1995.0,114508
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995.0,114558
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,1964.0,58450
201,Three Wishes,Drama|Fantasy,1995.0,114663
202,Total Eclipse,Drama|Romance,1995.0,114702
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995.0,114682
204,Under Siege 2: Dark Territory,Action,1995.0,114781
205,Unstrung Heroes,Comedy|Drama,1995.0,114798
206,Unzipped,Documentary,1995.0,114805
207,"Walk in the Clouds, A",Drama|Romance,1995.0,114887
208,Waterworld,Action|Adventure|Sci-Fi,1995.0,114898
209,White Man's Burden,Drama,1995.0,114928
210,Wild Bill,Western,1995.0,114938
211,"Browning Version, The",Drama,1994.0,109340
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995.0,112602
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994.0,111579
214,Before the Rain (Pred dozhdot),Drama|War,1994.0,110882
215,Before Sunrise,Drama|Romance,1995.0,112471
216,Billy Madison,Comedy,1995.0,112508
217,"Babysitter, The",Drama|Thriller,1995.0,112438
218,Boys on the Side,Comedy|Drama,1995.0,112571
219,"Cure, The",Drama,1995.0,112757
220,Castle Freak,Horror,1995.0,112643
222,Circle of Friends,Drama|Romance,1995.0,112679
223,Clerks,Comedy,1994.0,109445
224,Don Juan DeMarco,Comedy|Drama|Romance,1995.0,112883
225,Disclosure,Drama|Thriller,1994.0,109635
227,Drop Zone,Action|Thriller,1994.0,109676
228,Destiny Turns on the Radio,Comedy,1995.0,112854
229,Death and the Maiden,Drama|Thriller,1994.0,109579
230,Dolores Claiborne,Drama|Thriller,1995.0,109642
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994.0,109686
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994.0,111797
233,Exotica,Drama,1994.0,109759
234,Exit to Eden,Comedy,1994.0,109758
235,Ed Wood,Comedy|Drama,1994.0,109707
236,French Kiss,Action|Comedy|Romance,1995.0,113117
237,Forget Paris,Comedy|Romance,1995.0,113097
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995.0,113028
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995.0,113198
240,Hideaway,Thriller,1995.0,113303
241,Fluke,Children|Drama,1995.0,113089
242,Farinelli: il castrato,Drama|Musical,1994.0,109771
243,Gordy,Children|Comedy|Fantasy,1995.0,113199
246,Hoop Dreams,Documentary,1994.0,110057
247,Heavenly Creatures,Crime|Drama,1994.0,110005
248,Houseguest,Comedy,1994.0,110066
249,Immortal Beloved,Drama|Romance,1994.0,110116
250,Heavyweights (Heavy Weights),Children|Comedy,1995.0,110006
251,"Hunted, The",Action,1995.0,113360
252,I.Q.,Comedy|Romance,1994.0,110099
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994.0,110148
254,Jefferson in Paris,Drama,1995.0,113463
255,"Jerky Boys, The",Comedy,1995.0,110189
256,Junior,Comedy|Sci-Fi,1994.0,110216
257,Just Cause,Mystery|Thriller,1995.0,113501
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995.0,113538
259,Kiss of Death,Crime|Drama|Thriller,1995.0,113552
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977.0,76759
261,Little Women,Drama,1994.0,110367
262,"Little Princess, A",Children|Drama,1995.0,113670
263,Ladybird Ladybird,Drama,1994.0,110296
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992.0,103994
266,Legends of the Fall,Drama|Romance|War|Western,1994.0,110322
267,Major Payne,Comedy,1995.0,110443
269,My Crazy Life (Mi vida loca),Drama,1993.0,107566
270,Love Affair,Drama|Romance,1994.0,110391
271,Losing Isaiah,Drama,1995.0,113691
272,"Madness of King George, The",Comedy|Drama,1994.0,110428
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1994.0,109836
274,Man of the House,Comedy,1995.0,113755
275,Mixed Nuts,Comedy,1994.0,110538
276,Milk Money,Comedy|Romance,1994.0,110516
277,Miracle on 34th Street,Drama,1994.0,110527
278,Miami Rhapsody,Comedy,1995.0,113808
279,My Family,Drama,1995.0,113896
280,Murder in the First,Drama|Thriller,1995.0,113870
281,Nobody's Fool,Comedy|Drama|Romance,1994.0,110684
282,Nell,Drama,1994.0,110638
283,New Jersey Drive,Crime|Drama,1995.0,113967
284,New York Cop (Nyû Yôku no koppu),Action|Crime,1993.0,117169
285,Beyond Bedlam,Drama|Horror,1993.0,106402
287,Nina Takes a Lover,Comedy|Romance,1994.0,110671
288,Natural Born Killers,Action|Crime|Thriller,1994.0,110632
289,Only You,Comedy|Romance,1994.0,110737
290,Once Were Warriors,Crime|Drama,1994.0,110729
291,Poison Ivy II,Drama|Thriller,1996.0,114151
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995.0,114069
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994.0,110413
294,"Perez Family, The",Comedy|Romance,1995.0,114113
295,"Pyromaniac's Love Story, A",Comedy|Romance,1995.0,114210
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994.0,110912
298,Pushing Hands (Tui shou),Drama,1992.0,105652
299,Priest,Drama,1994.0,110889
300,Quiz Show,Drama,1994.0,110932
301,Picture Bride (Bijo photo),Drama|Romance,1994.0,114129
302,"Queen Margot (Reine Margot, La)",Drama|Romance,1994.0,110963
303,"Quick and the Dead, The",Action|Thriller|Western,1995.0,114214
304,Roommates,Comedy|Drama,1995.0,114296
305,Ready to Wear (Pret-A-Porter),Comedy,1994.0,110907
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994.0,111495
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993.0,108394
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1994.0,111507
310,Rent-a-Kid,Comedy,1995.0,114268
311,Relative Fear,Horror|Thriller,1994.0,110965
312,Stuart Saves His Family,Comedy,1995.0,114571
313,"Swan Princess, The",Animation|Children,1994.0,111333
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994.0,111112
315,"Specialist, The",Action|Drama|Thriller,1994.0,111255
316,Stargate,Action|Adventure|Sci-Fi,1994.0,111282
317,"Santa Clause, The",Comedy|Drama|Fantasy,1994.0,111070
318,"Shawshank Redemption, The",Crime|Drama,1994.0,111161
319,Shallow Grave,Comedy|Drama|Thriller,1994.0,111149
320,Suture,Film-Noir|Thriller,1993.0,108260
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993.0,106966
322,Swimming with Sharks,Comedy|Drama,1995.0,114594
324,"Sum of Us, The",Comedy|Drama,1994.0,111309
325,National Lampoon's Senior Trip,Comedy,1995.0,113936
326,To Live (Huozhe),Drama,1994.0,110081
327,Tank Girl,Action|Comedy|Sci-Fi,1995.0,114614
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995.0,114608
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994.0,111280
330,Tales from the Hood,Action|Crime|Horror,1995.0,114609
331,Tom & Viv,Drama,1994.0,111454
332,Village of the Damned,Horror|Sci-Fi,1995.0,114852
333,Tommy Boy,Comedy,1995.0,114694
334,Vanya on 42nd Street,Drama,1994.0,111590
335,Underneath,Mystery|Thriller,1995.0,114788
336,"Walking Dead, The",Drama|War,1995.0,114888
337,What's Eating Gilbert Grape,Drama,1993.0,108550
338,Virtuosity,Action|Sci-Fi|Thriller,1995.0,114857
339,While You Were Sleeping,Comedy|Romance,1995.0,114924
340,"War, The",Adventure|Drama|War,1994.0,111667
341,Double Happiness,Drama,1994.0,109655
342,Muriel's Wedding,Comedy,1994.0,110598
343,"Baby-Sitters Club, The",Children,1995.0,112435
344,Ace Ventura: Pet Detective,Comedy,1994.0,109040
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994.0,109045
346,Backbeat,Drama|Musical,1993.0,106339
347,Bitter Moon,Drama|Film-Noir|Romance,1992.0,104779
348,Bullets Over Broadway,Comedy,1994.0,109348
349,Clear and Present Danger,Action|Crime|Drama|Thriller,1994.0,109444
350,"Client, The",Drama|Mystery|Thriller,1994.0,109446
351,"Corrina, Corrina",Comedy|Drama|Romance,1994.0,109484
352,Crooklyn,Comedy|Drama,1994.0,109504
353,"Crow, The",Action|Crime|Fantasy|Thriller,1994.0,109506
354,Cobb,Drama,1994.0,109450
355,"Flintstones, The",Children|Comedy|Fantasy,1994.0,109813
356,Forrest Gump,Comedy|Drama|Romance|War,1994.0,109830
357,Four Weddings and a Funeral,Comedy|Romance,1994.0,109831
358,Higher Learning,Drama,1995.0,113305
359,I Like It Like That,Comedy|Drama|Romance,1994.0,110091
360,I Love Trouble,Action|Comedy,1994.0,110093
361,It Could Happen to You,Comedy|Drama|Romance,1994.0,110167
362,"Jungle Book, The",Adventure|Children|Romance,1994.0,110213
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993.0,107472
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0,110357
365,Little Buddha,Drama,1993.0,107426
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,1994.0,111686
367,"Mask, The",Action|Comedy|Crime|Fantasy,1994.0,110475
368,Maverick,Adventure|Comedy|Western,1994.0,110478
369,Mrs. Parker and the Vicious Circle,Drama,1994.0,110588
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994.0,110622
371,"Paper, The",Comedy|Drama,1994.0,110771
372,Reality Bites,Comedy|Drama|Romance,1994.0,110950
373,Red Rock West,Thriller,1992.0,105226
374,Richie Rich,Children|Comedy,1994.0,110989
376,"River Wild, The",Action|Thriller,1994.0,110997
377,Speed,Action|Romance|Thriller,1994.0,111257
378,Speechless,Comedy|Romance,1994.0,111256
379,Timecop,Action|Sci-Fi|Thriller,1994.0,111438
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994.0,111503
381,When a Man Loves a Woman,Drama|Romance,1994.0,111693
